id,sex,age,height,weight,headband,college,tattoos,tchests,parrots,favorite.pirate,sword.type,eyepatch,sword.time,beard.length,fav.pixar,grogg,favorite.sea
795,other,27.0,157.97,56.5,yes,CCCC,8.0,29.0,2,Lewis Scot,cutlass,1.0,0.42,13.0,Toy Story,12.0,
796,female,30.0,163.89,64.0,yes,CCCC,14.0,41.0,1,Edward Low,cutlass,1.0,0.3,0.0,Inside Out,12.0,
797,female,35.0,160.42,62.5,no,JSSFP,3.0,20.0,2,Blackbeard,scimitar,1.0,8.43,0.0,Inside Out,15.0,
798,male,28.0,178.36,73.0,yes,CCCC,11.0,20.0,2,Lewis Scot,cutlass,1.0,0.87,22.0,Monsters University,12.0,
799,female,22.0,175.28,69.6,yes,CCCC,5.0,15.0,0,Anicetus,cutlass,0.0,0.81,0.0,Finding Nemo,11.0,
800,female,41.0,169.78,71.8,yes,JSSFP,15.0,33.0,1,Edward Low,cutlass,0.0,0.83,0.0,A Bug's Life,14.0,
801,female,33.0,155.72,61.7,yes,JSSFP,5.0,115.0,0,Lewis Scot,cutlass,0.0,1.25,0.0,WALL-E,12.0,
802,female,33.0,159.28,59.2,yes,JSSFP,8.0,13.0,3,Anicetus,cutlass,1.0,1.51,0.0,Inside Out,10.0,
803,female,31.0,155.94,62.1,yes,JSSFP,7.0,51.0,6,Edward Low,scimitar,1.0,7.52,0.0,Inside Out,14.0,
804,male,20.0,179.35,78.3,yes,CCCC,12.0,1.0,1,Jack Sparrow,cutlass,1.0,0.11,13.0,Inside Out,8.0,
805,female,26.0,161.85,59.4,yes,CCCC,17.0,28.0,0,Hook,scimitar,1.0,3.69,1.0,Cars,9.0,
806,other,24.0,168.07,71.1,no,CCCC,7.0,6.0,0,Blackbeard,cutlass,0.0,0.07,17.0,Up,11.0,
807,male,15.0,187.44,81.9,yes,CCCC,11.0,6.0,0,Edward Low,cutlass,1.0,1.5,20.0,A Bug's Life,10.0,
808,female,36.0,170.98,68.5,yes,JSSFP,11.0,86.0,3,Edward Low,cutlass,0.0,0.17,0.0,WALL-E,14.0,
809,male,25.0,177.83,73.7,yes,CCCC,0.0,60.0,6,Jack Sparrow,cutlass,1.0,0.14,7.0,Inside Out,10.0,
810,female,33.0,179.04,77.6,yes,JSSFP,13.0,22.0,3,Edward Low,cutlass,1.0,0.16,1.0,Inside Out,12.0,
811,male,20.0,187.91,86.7,yes,CCCC,3.0,20.0,1,Jack Sparrow,cutlass,1.0,0.81,10.0,Monsters University,6.0,
812,male,23.0,179.41,82.9,yes,CCCC,11.0,30.0,5,Blackbeard,cutlass,1.0,1.66,15.0,Monsters University,2.0,
813,male,25.0,181.28,77.3,yes,CCCC,11.0,30.0,1,Lewis Scot,cutlass,0.0,0.81,25.0,"Monsters, Inc.",9.0,
814,female,27.0,151.08,52.1,yes,CCCC,4.0,19.0,0,Anicetus,sabre,1.0,0.5,0.0,The Incredibles,11.0,
815,female,27.0,167.69,67.7,yes,CCCC,12.0,50.0,3,Lewis Scot,cutlass,1.0,0.24,0.0,Inside Out,11.0,
816,male,32.0,176.72,70.7,yes,JSSFP,13.0,76.0,3,Jack Sparrow,cutlass,1.0,0.56,26.0,The Incredibles,6.0,
817,male,20.0,169.9,69.7,yes,CCCC,10.0,5.0,2,Jack Sparrow,cutlass,1.0,1.18,28.0,WALL-E,11.0,
818,female,32.0,146.13,53.3,yes,JSSFP,9.0,10.0,4,Hook,cutlass,1.0,0.87,1.0,Brave,10.0,
819,female,27.0,168.58,64.8,yes,CCCC,6.0,22.0,5,Edward Low,cutlass,0.0,1.26,0.0,Inside Out,16.0,
820,male,17.0,186.2,78.8,yes,CCCC,9.0,11.0,6,Hook,cutlass,1.0,0.42,20.0,Inside Out,7.0,
821,male,23.0,167.25,62.9,yes,CCCC,10.0,21.0,1,Jack Sparrow,cutlass,1.0,0.26,27.0,Inside Out,6.0,
822,male,19.0,182.55,74.3,yes,CCCC,14.0,6.0,3,Anicetus,cutlass,0.0,0.69,27.0,Finding Nemo,8.0,
823,male,28.0,178.58,77.8,yes,JSSFP,9.0,3.0,5,Jack Sparrow,cutlass,1.0,0.86,11.0,Inside Out,8.0,
824,female,30.0,159.42,63.8,no,CCCC,1.0,9.0,2,Blackbeard,scimitar,0.0,2.88,0.0,Monsters University,10.0,
825,female,29.0,152.55,60.6,yes,CCCC,11.0,35.0,2,Anicetus,cutlass,1.0,0.35,0.0,"Monsters, Inc.",11.0,
826,male,25.0,183.13,79.2,yes,CCCC,6.0,42.0,6,Jack Sparrow,cutlass,1.0,0.5,21.0,The Incredibles,12.0,
827,male,35.0,189.81,91.9,yes,JSSFP,16.0,8.0,1,Jack Sparrow,cutlass,1.0,0.03,21.0,Up,9.0,
828,female,28.0,150.14,52.4,yes,CCCC,15.0,12.0,1,Anicetus,cutlass,0.0,0.06,1.0,Monsters University,8.0,
829,female,25.0,179.84,68.9,yes,CCCC,9.0,57.0,1,Blackbeard,cutlass,1.0,0.53,1.0,Monsters University,12.0,
830,male,24.0,184.65,82.1,yes,CCCC,14.0,50.0,3,Jack Sparrow,cutlass,1.0,1.5,19.0,Inside Out,20.0,
831,female,35.0,167.51,72.1,yes,JSSFP,9.0,1.0,3,Lewis Scot,cutlass,0.0,0.71,0.0,Up,12.0,
832,male,12.0,177.71,70.2,yes,CCCC,11.0,7.0,2,Jack Sparrow,cutlass,1.0,0.62,21.0,Up,10.0,
833,other,40.0,173.03,67.1,no,JSSFP,8.0,2.0,0,Hook,sabre,1.0,2.24,7.0,Inside Out,9.0,
834,female,34.0,155.93,57.8,yes,JSSFP,11.0,8.0,3,Hook,cutlass,0.0,0.49,2.0,Up,10.0,
835,female,38.0,175.99,75.7,yes,JSSFP,11.0,28.0,0,Edward Low,cutlass,1.0,1.08,0.0,Inside Out,9.0,
836,male,32.0,170.21,66.9,yes,JSSFP,11.0,40.0,3,Jack Sparrow,cutlass,1.0,1.52,16.0,Inside Out,8.0,
837,male,24.0,188.0,89.8,yes,CCCC,11.0,13.0,1,Jack Sparrow,cutlass,1.0,0.41,17.0,"Monsters, Inc.",8.0,
838,female,27.0,148.49,52.8,yes,CCCC,15.0,13.0,0,Blackbeard,cutlass,0.0,1.36,0.0,Finding Nemo,12.0,
839,female,32.0,168.1,71.1,yes,JSSFP,11.0,35.0,4,Lewis Scot,cutlass,1.0,0.29,0.0,Inside Out,11.0,
840,male,30.0,180.14,78.8,yes,CCCC,14.0,26.0,2,Jack Sparrow,cutlass,1.0,1.61,25.0,WALL-E,13.0,
841,male,24.0,184.44,80.7,yes,CCCC,7.0,5.0,6,Jack Sparrow,cutlass,1.0,0.59,16.0,Up,7.0,
842,female,33.0,163.2,56.6,yes,JSSFP,9.0,8.0,0,Anicetus,cutlass,0.0,0.78,0.0,Monsters University,10.0,
843,male,26.0,175.82,77.3,no,CCCC,3.0,3.0,1,Jack Sparrow,sabre,1.0,10.4,16.0,WALL-E,11.0,
844,female,33.0,164.46,61.5,yes,JSSFP,11.0,51.0,6,Jack Sparrow,cutlass,1.0,0.39,0.0,Inside Out,11.0,
845,other,21.0,159.73,68.7,no,CCCC,2.0,12.0,0,Edward Low,banana,1.0,6.12,3.0,Monsters University,10.0,
846,male,25.0,177.18,73.7,no,CCCC,0.0,5.0,1,Jack Sparrow,sabre,0.0,0.76,8.0,Monsters University,8.0,
847,female,39.0,159.51,52.5,no,JSSFP,2.0,3.0,1,Lewis Scot,banana,0.0,30.11,0.0,Brave,9.0,
848,female,43.0,156.35,55.5,yes,JSSFP,9.0,48.0,1,Blackbeard,cutlass,0.0,0.34,0.0,Finding Nemo,9.0,
849,male,28.0,196.88,98.5,no,CCCC,1.0,5.0,5,Jack Sparrow,sabre,1.0,6.29,12.0,Inside Out,12.0,
850,female,36.0,172.51,69.7,yes,JSSFP,6.0,19.0,6,Hook,cutlass,1.0,1.2,0.0,A Bug's Life,7.0,
851,female,27.0,164.02,66.1,yes,CCCC,10.0,6.0,2,Jack Sparrow,cutlass,0.0,0.04,1.0,Finding Nemo,16.0,
852,male,24.0,181.4,76.6,yes,CCCC,13.0,2.0,0,Lewis Scot,cutlass,1.0,0.8,14.0,Inside Out,11.0,
853,female,26.0,165.18,71.8,yes,CCCC,13.0,15.0,1,Edward Low,cutlass,1.0,0.1,0.0,Up,10.0,
854,female,25.0,130.41,37.7,yes,CCCC,14.0,6.0,2,Lewis Scot,cutlass,1.0,0.96,2.0,Monsters University,14.0,
855,male,22.0,169.17,64.1,no,CCCC,5.0,4.0,1,Jack Sparrow,banana,1.0,27.32,6.0,Inside Out,9.0,
856,female,35.0,160.58,57.6,yes,JSSFP,6.0,6.0,1,Blackbeard,cutlass,1.0,0.44,0.0,Brave,12.0,
857,other,26.0,166.99,61.0,yes,CCCC,14.0,15.0,0,Hook,cutlass,0.0,0.52,17.0,Cars,12.0,
858,male,15.0,191.37,84.1,yes,CCCC,14.0,16.0,0,Jack Sparrow,cutlass,1.0,0.36,26.0,Inside Out,11.0,
859,female,34.0,152.17,53.2,yes,JSSFP,13.0,80.0,7,Hook,cutlass,1.0,1.23,0.0,Up,3.0,
860,male,29.0,182.23,69.0,yes,JSSFP,8.0,4.0,3,Jack Sparrow,cutlass,0.0,0.23,21.0,Finding Nemo,7.0,
861,female,30.0,163.92,62.1,no,JSSFP,1.0,65.0,6,Hook,sabre,1.0,8.93,0.0,Inside Out,8.0,
862,male,30.0,174.42,68.1,yes,CCCC,8.0,14.0,1,Jack Sparrow,cutlass,0.0,0.42,13.0,Monsters University,7.0,
863,female,30.0,166.17,66.0,yes,JSSFP,10.0,50.0,2,Edward Low,cutlass,1.0,0.81,0.0,Up,12.0,
864,male,20.0,177.65,77.7,yes,CCCC,12.0,2.0,0,Jack Sparrow,cutlass,1.0,1.86,19.0,Inside Out,6.0,
865,male,22.0,183.98,75.0,yes,CCCC,9.0,26.0,4,Jack Sparrow,cutlass,1.0,0.59,22.0,Inside Out,0.0,
866,male,23.0,172.6,70.2,yes,CCCC,15.0,82.0,1,Jack Sparrow,cutlass,1.0,0.38,22.0,WALL-E,3.0,
867,female,22.0,149.67,47.4,yes,CCCC,10.0,44.0,0,Jack Sparrow,cutlass,0.0,1.31,2.0,Up,12.0,
868,male,26.0,185.37,87.2,yes,CCCC,10.0,4.0,4,Hook,cutlass,1.0,1.81,22.0,Inside Out,12.0,
869,female,31.0,168.02,69.7,yes,JSSFP,9.0,10.0,6,Hook,cutlass,1.0,1.4,0.0,The Incredibles,7.0,
870,male,35.0,174.08,79.7,yes,JSSFP,10.0,19.0,2,Hook,cutlass,0.0,0.21,14.0,Up,9.0,
871,male,27.0,168.93,73.2,yes,CCCC,10.0,6.0,1,Jack Sparrow,cutlass,1.0,0.27,22.0,Inside Out,8.0,
872,male,24.0,168.9,68.9,yes,CCCC,15.0,3.0,2,Lewis Scot,cutlass,0.0,1.31,32.0,"Monsters, Inc.",10.0,
873,female,28.0,177.21,74.3,yes,CCCC,11.0,71.0,1,Anicetus,cutlass,1.0,0.45,0.0,Up,5.0,
874,male,22.0,191.08,88.2,yes,CCCC,14.0,6.0,1,Jack Sparrow,cutlass,1.0,1.05,22.0,Inside Out,13.0,
875,male,27.0,180.87,82.5,yes,CCCC,12.0,23.0,4,Anicetus,cutlass,0.0,0.04,14.0,Inside Out,11.0,
876,male,27.0,189.03,89.9,yes,CCCC,8.0,11.0,5,Jack Sparrow,cutlass,0.0,0.06,23.0,Monsters University,12.0,
877,male,26.0,168.35,60.1,yes,CCCC,8.0,22.0,0,Jack Sparrow,cutlass,1.0,0.08,18.0,Monsters University,10.0,
878,female,34.0,162.37,55.4,yes,JSSFP,8.0,0.0,1,Jack Sparrow,cutlass,1.0,0.12,0.0,Up,12.0,
879,male,32.0,177.98,70.6,yes,CCCC,9.0,16.0,6,Jack Sparrow,cutlass,1.0,0.17,19.0,WALL-E,17.0,
880,female,36.0,168.91,66.1,yes,JSSFP,9.0,6.0,4,Jack Sparrow,cutlass,0.0,1.48,1.0,Finding Nemo,13.0,
881,male,13.0,182.28,85.5,no,CCCC,5.0,19.0,3,Jack Sparrow,sabre,0.0,3.32,6.0,Finding Nemo,14.0,
882,female,28.0,176.07,71.4,yes,CCCC,13.0,34.0,2,Anicetus,cutlass,1.0,0.63,0.0,Inside Out,8.0,
883,female,37.0,156.0,55.7,yes,JSSFP,9.0,10.0,5,Hook,cutlass,1.0,0.11,1.0,"Monsters, Inc.",13.0,
884,female,30.0,158.57,58.4,yes,CCCC,11.0,3.0,0,Lewis Scot,sabre,1.0,3.27,0.0,Up,4.0,
885,male,25.0,178.38,70.2,yes,CCCC,12.0,37.0,1,Jack Sparrow,cutlass,0.0,0.99,23.0,Finding Nemo,8.0,
886,female,27.0,168.83,71.4,yes,CCCC,8.0,33.0,1,Edward Low,cutlass,1.0,0.14,1.0,Finding Nemo,5.0,
887,male,26.0,168.8,70.6,yes,CCCC,17.0,21.0,2,Jack Sparrow,cutlass,0.0,0.22,30.0,Finding Nemo,15.0,
888,female,30.0,156.03,61.9,yes,JSSFP,9.0,39.0,1,Anicetus,cutlass,0.0,0.01,0.0,A Bug's Life,13.0,
889,male,28.0,171.67,68.0,yes,CCCC,12.0,5.0,1,Jack Sparrow,scimitar,0.0,3.03,21.0,Finding Nemo,17.0,
890,male,31.0,168.52,66.7,yes,JSSFP,12.0,102.0,3,Jack Sparrow,cutlass,0.0,1.01,17.0,Finding Nemo,8.0,
891,female,37.0,177.33,79.2,yes,JSSFP,8.0,11.0,3,Blackbeard,cutlass,1.0,0.2,0.0,WALL-E,9.0,
892,female,29.0,162.57,66.5,yes,JSSFP,8.0,21.0,4,Hook,cutlass,1.0,0.26,0.0,Up,10.0,
893,other,22.0,164.51,59.9,yes,CCCC,7.0,7.0,1,Anicetus,cutlass,1.0,0.35,13.0,Up,15.0,
894,other,32.0,164.08,70.8,yes,CCCC,10.0,83.0,9,Hook,cutlass,1.0,0.67,20.0,Inside Out,9.0,
895,male,27.0,200.59,102.6,yes,CCCC,12.0,1.0,1,Hook,cutlass,1.0,2.29,25.0,Brave,14.0,
896,male,29.0,181.02,77.9,yes,CCCC,11.0,2.0,2,Jack Sparrow,cutlass,1.0,0.09,22.0,Monsters University,11.0,
897,male,27.0,187.79,84.1,yes,CCCC,12.0,26.0,2,Jack Sparrow,cutlass,0.0,2.03,22.0,The Incredibles,11.0,
898,female,32.0,166.83,64.2,yes,JSSFP,8.0,21.0,1,Jack Sparrow,cutlass,0.0,0.25,0.0,WALL-E,9.0,
899,female,28.0,150.52,46.9,yes,CCCC,13.0,4.0,4,Hook,cutlass,1.0,0.18,0.0,Inside Out,15.0,
900,male,27.0,167.9,67.9,yes,CCCC,6.0,4.0,3,Jack Sparrow,cutlass,0.0,0.97,7.0,WALL-E,9.0,
901,male,25.0,183.46,82.8,yes,CCCC,6.0,3.0,1,Jack Sparrow,cutlass,1.0,0.0,28.0,Up,9.0,
902,female,39.0,150.61,48.9,yes,JSSFP,10.0,74.0,2,Lewis Scot,cutlass,1.0,1.12,0.0,Inside Out,12.0,
903,male,29.0,171.68,66.4,no,CCCC,2.0,3.0,2,Jack Sparrow,scimitar,0.0,1.11,13.0,The Incredibles,10.0,
904,female,34.0,145.48,57.6,yes,JSSFP,13.0,2.0,0,Jack Sparrow,cutlass,1.0,0.98,1.0,The Incredibles,10.0,
905,male,22.0,178.36,73.3,yes,CCCC,14.0,19.0,8,Edward Low,cutlass,0.0,0.12,29.0,Finding Nemo,5.0,
906,other,23.0,168.23,73.2,yes,CCCC,10.0,18.0,4,Edward Low,cutlass,1.0,0.26,15.0,Inside Out,5.0,
907,female,31.0,185.29,78.6,yes,JSSFP,12.0,14.0,2,Edward Low,cutlass,0.0,0.1,1.0,Finding Nemo,13.0,
908,male,34.0,172.69,73.4,yes,JSSFP,9.0,10.0,5,Jack Sparrow,cutlass,0.0,1.87,22.0,Toy Story 2,12.0,
909,female,25.0,171.83,77.5,no,CCCC,5.0,41.0,3,Blackbeard,scimitar,1.0,0.31,0.0,"Monsters, Inc.",9.0,
910,male,19.0,187.63,82.7,yes,CCCC,11.0,8.0,9,Jack Sparrow,cutlass,1.0,0.24,17.0,Monsters University,7.0,
911,female,40.0,170.56,72.1,no,JSSFP,9.0,5.0,1,Hook,banana,1.0,56.95,1.0,Up,13.0,
912,female,33.0,148.03,53.7,yes,JSSFP,12.0,29.0,3,Edward Low,cutlass,1.0,0.3,1.0,Inside Out,16.0,
913,male,22.0,184.21,85.1,yes,CCCC,9.0,5.0,1,Jack Sparrow,cutlass,1.0,0.43,18.0,Monsters University,5.0,
914,female,28.0,172.55,68.9,yes,CCCC,7.0,8.0,0,Lewis Scot,cutlass,1.0,0.25,0.0,"Monsters, Inc.",13.0,
915,female,27.0,162.49,60.4,yes,CCCC,9.0,24.0,1,Lewis Scot,cutlass,1.0,0.79,0.0,Toy Story 2,9.0,
916,female,23.0,166.75,62.2,yes,CCCC,8.0,7.0,1,Jack Sparrow,cutlass,1.0,1.31,0.0,Inside Out,10.0,
917,female,29.0,155.76,56.1,yes,CCCC,16.0,15.0,1,Jack Sparrow,cutlass,1.0,0.34,0.0,The Incredibles,13.0,
918,male,30.0,184.57,74.0,yes,CCCC,9.0,29.0,8,Anicetus,cutlass,0.0,1.23,20.0,WALL-E,11.0,
919,male,19.0,177.11,77.3,yes,CCCC,10.0,41.0,4,Jack Sparrow,cutlass,0.0,1.1,22.0,Finding Nemo,13.0,
920,female,30.0,173.19,68.3,yes,CCCC,6.0,31.0,0,Lewis Scot,cutlass,1.0,0.03,0.0,A Bug's Life,7.0,
921,female,27.0,172.45,73.1,yes,CCCC,8.0,20.0,1,Lewis Scot,cutlass,1.0,0.1,1.0,Up,8.0,
922,male,25.0,181.83,72.5,yes,CCCC,11.0,8.0,0,Jack Sparrow,sabre,0.0,1.6,16.0,Monsters University,9.0,
923,male,27.0,183.6,83.6,yes,CCCC,5.0,11.0,6,Jack Sparrow,sabre,1.0,9.76,22.0,Inside Out,8.0,
924,female,27.0,170.04,70.9,yes,CCCC,7.0,30.0,1,Hook,cutlass,0.0,0.08,1.0,Cars,8.0,
925,male,22.0,186.0,83.1,yes,CCCC,10.0,21.0,6,Jack Sparrow,cutlass,0.0,0.49,18.0,Up,6.0,
926,female,35.0,174.94,78.5,yes,JSSFP,16.0,18.0,3,Blackbeard,cutlass,1.0,1.95,0.0,Up,10.0,
927,male,35.0,181.24,73.8,yes,JSSFP,12.0,2.0,8,Jack Sparrow,cutlass,1.0,0.05,12.0,Up,12.0,
928,female,23.0,148.59,46.3,yes,CCCC,10.0,12.0,2,Edward Low,cutlass,1.0,1.22,0.0,Up,14.0,
929,male,23.0,182.25,84.9,yes,CCCC,9.0,18.0,2,Jack Sparrow,cutlass,1.0,1.01,26.0,Inside Out,9.0,
930,male,19.0,174.29,71.9,yes,CCCC,15.0,8.0,1,Jack Sparrow,scimitar,1.0,3.65,22.0,Cars,11.0,
931,male,17.0,148.35,54.0,no,CCCC,0.0,1.0,3,Edward Low,sabre,0.0,5.8,21.0,Finding Nemo,16.0,
932,female,28.0,171.6,70.7,no,JSSFP,8.0,5.0,1,Anicetus,banana,0.0,2.73,0.0,Finding Nemo,12.0,
933,male,22.0,177.07,72.8,yes,CCCC,8.0,13.0,7,Jack Sparrow,cutlass,1.0,0.56,24.0,Inside Out,12.0,
934,female,29.0,175.45,81.6,yes,JSSFP,12.0,10.0,2,Anicetus,cutlass,1.0,0.3,1.0,Monsters University,7.0,
935,female,26.0,168.68,68.3,yes,CCCC,7.0,4.0,5,Lewis Scot,cutlass,0.0,0.82,0.0,Toy Story 2,14.0,
936,male,34.0,189.43,80.9,no,JSSFP,2.0,52.0,8,Hook,sabre,1.0,22.92,21.0,Toy Story,13.0,
937,male,22.0,186.93,84.7,yes,CCCC,14.0,14.0,0,Jack Sparrow,cutlass,1.0,0.11,24.0,Inside Out,12.0,
938,male,28.0,176.22,69.9,yes,CCCC,5.0,7.0,6,Lewis Scot,cutlass,1.0,0.5,8.0,Inside Out,14.0,
939,male,26.0,161.43,67.5,yes,CCCC,12.0,22.0,13,Jack Sparrow,cutlass,1.0,0.07,16.0,Inside Out,13.0,
940,male,27.0,185.14,83.1,yes,CCCC,9.0,24.0,7,Jack Sparrow,cutlass,1.0,0.46,24.0,Brave,12.0,
941,male,30.0,173.76,75.9,yes,CCCC,11.0,38.0,0,Jack Sparrow,cutlass,1.0,0.56,24.0,Monsters University,2.0,
942,female,38.0,160.88,58.6,yes,JSSFP,8.0,7.0,1,Hook,cutlass,1.0,0.19,0.0,Inside Out,10.0,
943,male,30.0,168.94,63.2,yes,JSSFP,16.0,84.0,1,Jack Sparrow,cutlass,1.0,1.02,26.0,Inside Out,6.0,
944,male,21.0,173.96,74.4,yes,CCCC,11.0,14.0,0,Anicetus,cutlass,1.0,0.21,13.0,Brave,14.0,
945,male,28.0,185.99,85.7,yes,JSSFP,11.0,15.0,3,Edward Low,cutlass,0.0,0.57,17.0,Finding Nemo,9.0,
946,male,24.0,156.8,52.7,yes,CCCC,11.0,28.0,1,Jack Sparrow,cutlass,0.0,0.61,18.0,Toy Story 2,9.0,
947,male,21.0,164.54,66.4,yes,CCCC,2.0,21.0,1,Jack Sparrow,cutlass,0.0,1.55,9.0,Toy Story 2,7.0,
948,female,25.0,159.39,67.9,yes,CCCC,11.0,14.0,2,Blackbeard,cutlass,0.0,0.62,0.0,A Bug's Life,10.0,
949,female,33.0,158.37,55.9,yes,JSSFP,10.0,8.0,5,Lewis Scot,cutlass,0.0,0.27,0.0,Up,6.0,
950,female,33.0,153.77,54.8,yes,JSSFP,11.0,61.0,1,Hook,cutlass,0.0,0.26,0.0,The Incredibles,7.0,
951,male,24.0,174.31,73.5,yes,CCCC,9.0,23.0,0,Jack Sparrow,cutlass,1.0,1.44,16.0,Inside Out,9.0,
952,male,23.0,183.57,74.7,yes,CCCC,12.0,27.0,2,Jack Sparrow,cutlass,1.0,0.19,24.0,The Incredibles,9.0,
953,female,25.0,161.37,61.6,yes,CCCC,11.0,14.0,3,Edward Low,cutlass,1.0,0.08,0.0,"Monsters, Inc.",8.0,
954,male,32.0,190.91,85.4,yes,JSSFP,14.0,49.0,5,Edward Low,cutlass,0.0,0.3,24.0,Finding Nemo,9.0,
955,male,25.0,190.45,89.2,yes,CCCC,13.0,6.0,0,Edward Low,cutlass,1.0,0.1,33.0,Inside Out,8.0,
956,female,28.0,159.25,65.2,yes,CCCC,9.0,4.0,4,Jack Sparrow,cutlass,1.0,2.25,0.0,"Monsters, Inc.",15.0,
957,male,29.0,184.08,78.4,yes,JSSFP,13.0,3.0,1,Jack Sparrow,cutlass,1.0,1.39,22.0,"Monsters, Inc.",7.0,
958,female,26.0,177.58,82.4,yes,CCCC,9.0,26.0,3,Lewis Scot,cutlass,0.0,0.71,0.0,Finding Nemo,5.0,
959,female,33.0,155.14,59.0,yes,JSSFP,8.0,1.0,10,Lewis Scot,cutlass,1.0,0.68,0.0,Inside Out,13.0,
960,male,16.0,170.67,76.3,yes,CCCC,8.0,14.0,1,Jack Sparrow,sabre,0.0,3.3,16.0,The Incredibles,12.0,
961,female,29.0,181.33,71.2,yes,CCCC,13.0,10.0,2,Lewis Scot,cutlass,1.0,0.21,0.0,Inside Out,15.0,
962,female,30.0,151.54,56.5,yes,JSSFP,9.0,12.0,3,Lewis Scot,cutlass,0.0,0.18,1.0,WALL-E,7.0,
963,male,19.0,147.74,59.9,yes,CCCC,11.0,7.0,3,Jack Sparrow,cutlass,1.0,0.02,16.0,Brave,6.0,
964,male,30.0,172.6,69.2,yes,CCCC,12.0,23.0,0,Jack Sparrow,cutlass,1.0,2.18,30.0,A Bug's Life,10.0,
965,male,24.0,180.18,76.1,no,CCCC,8.0,21.0,0,Jack Sparrow,sabre,0.0,3.27,21.0,Finding Nemo,10.0,
966,male,26.0,177.81,74.9,yes,CCCC,11.0,9.0,5,Jack Sparrow,cutlass,0.0,0.52,27.0,The Incredibles,11.0,
967,female,27.0,162.06,54.9,yes,CCCC,6.0,3.0,0,Edward Low,cutlass,1.0,0.55,0.0,Cars 2,12.0,
968,male,26.0,176.28,73.6,no,CCCC,6.0,6.0,2,Jack Sparrow,banana,0.0,9.48,26.0,Finding Nemo,9.0,
969,male,23.0,169.69,67.2,yes,CCCC,11.0,1.0,0,Lewis Scot,cutlass,1.0,0.44,16.0,Toy Story,14.0,
970,male,17.0,186.2,83.8,yes,CCCC,12.0,17.0,3,Jack Sparrow,cutlass,0.0,0.92,25.0,Finding Nemo,12.0,
971,male,27.0,179.0,68.6,yes,CCCC,7.0,3.0,12,Jack Sparrow,cutlass,0.0,0.78,17.0,Finding Nemo,12.0,
972,male,31.0,177.47,75.5,yes,JSSFP,9.0,7.0,0,Jack Sparrow,cutlass,1.0,0.05,27.0,Up,8.0,
973,male,28.0,183.56,82.5,yes,CCCC,10.0,4.0,1,Blackbeard,cutlass,1.0,2.72,19.0,Inside Out,10.0,
974,male,31.0,188.38,82.8,yes,CCCC,14.0,65.0,7,Lewis Scot,cutlass,1.0,0.18,21.0,The Incredibles,10.0,
975,female,35.0,152.16,58.7,yes,JSSFP,8.0,4.0,16,Blackbeard,cutlass,1.0,0.7,1.0,WALL-E,9.0,
976,male,21.0,176.95,70.9,yes,CCCC,7.0,26.0,1,Hook,cutlass,1.0,0.01,20.0,Inside Out,11.0,
977,female,29.0,160.87,65.1,yes,CCCC,14.0,11.0,0,Lewis Scot,cutlass,1.0,0.4,1.0,Monsters University,12.0,
978,male,15.0,176.33,70.2,yes,CCCC,12.0,1.0,3,Jack Sparrow,cutlass,0.0,1.22,24.0,The Incredibles,13.0,
979,female,19.0,152.44,54.7,yes,CCCC,11.0,41.0,0,Anicetus,cutlass,0.0,1.49,0.0,Finding Nemo,13.0,
980,female,33.0,161.61,70.4,yes,JSSFP,12.0,20.0,4,Hook,cutlass,1.0,1.3,2.0,Toy Story 2,9.0,
981,female,32.0,161.1,56.8,yes,JSSFP,11.0,64.0,1,Lewis Scot,cutlass,1.0,0.5,1.0,Inside Out,10.0,
982,female,30.0,170.72,67.7,yes,JSSFP,9.0,51.0,6,Blackbeard,cutlass,1.0,0.11,1.0,Inside Out,14.0,
983,male,19.0,165.42,67.4,yes,CCCC,10.0,24.0,3,Jack Sparrow,scimitar,1.0,4.05,10.0,Inside Out,5.0,
984,female,30.0,186.3,78.3,yes,CCCC,12.0,26.0,5,Blackbeard,cutlass,1.0,0.14,0.0,Up,15.0,
985,female,27.0,149.63,48.7,yes,CCCC,11.0,0.0,0,Anicetus,cutlass,1.0,0.05,2.0,WALL-E,6.0,
986,male,27.0,179.29,79.6,yes,CCCC,13.0,24.0,6,Jack Sparrow,cutlass,0.0,0.17,30.0,Finding Nemo,9.0,
987,female,31.0,161.65,62.1,yes,JSSFP,15.0,30.0,1,Jack Sparrow,cutlass,0.0,0.36,0.0,WALL-E,14.0,
988,female,32.0,160.55,64.5,yes,JSSFP,9.0,19.0,2,Jack Sparrow,cutlass,0.0,1.54,0.0,Finding Nemo,7.0,
989,male,23.0,175.95,81.6,yes,CCCC,17.0,26.0,1,Jack Sparrow,cutlass,1.0,0.63,25.0,Inside Out,10.0,
990,male,29.0,164.79,63.7,yes,CCCC,10.0,37.0,10,Blackbeard,cutlass,1.0,0.37,23.0,Inside Out,7.0,
991,male,24.0,186.27,86.9,yes,CCCC,13.0,6.0,3,Jack Sparrow,cutlass,0.0,0.34,17.0,Finding Nemo,14.0,
992,male,26.0,173.1,73.7,yes,CCCC,13.0,6.0,0,Jack Sparrow,cutlass,0.0,0.02,23.0,Finding Nemo,14.0,
993,female,31.0,161.17,61.4,no,JSSFP,7.0,15.0,2,Blackbeard,scimitar,1.0,5.45,1.0,Up,9.0,
